query,user,date,content,replies,retweets,likes
Hindutva danger,/Robrocco01,2025-07-15T02:27:19.000Z,"Rocco @Robrocco01 · Jul 15 Indian Left/Muslim on odd day : Boycott Reliance or any other companies that are doing business with Jews/Israel.

Indian Left/Muslim on even day : how dare you to boycott Pakistani/bangadesh/Turkey Business. Hindutva fascism. Constitution is in danger , minority is g*nociding. Show more Quote BDS India @BDS_in_India · Jun 22 Boycott Reliance! 
Say no to companies complicit in Apartheid Israel's genocide against the Palestinian people! #delhi #newdelhi #Reliance #ambani #BoycottReliance #BDSIndia #BDSMovement #SolidarityWithPalestine #protest 1/ 1 13 69 1K",1,1,1
Hindutva danger,/RfYuvrajShinde,2025-07-14T18:58:51.000Z,"Yuvraj Shinde | युवराज शिंदे @RfYuvrajShinde · Jul 15 Commentary account Replying to @ShreyasTambe1 and @paakittadnya True... Appearantly whatever logic he applies on Marathi is same for Hindutva too if we looked other POV.

1. Is in danger 2. Election point 
3. Few radical, most normal 

But he'll be hypocrite 26 308",26,26,26
Hindutva danger,/AliyaAsif33,2025-07-14T07:03:10.000Z,"Aliya Asif @AliyaAsif33 · Jul 14 Replying to @Shreya_Verma1 Hindutva praises violence, not values. That is not nationalism it is a danger to humanity. 10",10,10,10
Hindutva danger,/Rajsamaddar777,2025-07-13T13:20:06.000Z,"রাজ সমাদ্দার | Raj Samaddar ࿗ @Rajsamaddar777 · Jul 13 Replying to @bong_politics Hindutva and idea that ‘Hindus are in danger ’ were born in Bengal - theprint.in Hindutva and idea that ‘Hindus are in danger’ were born in Bengal In ‘Mission Bengal’, Snigdhendu Bhattacharya traces Hindu nationalism, hurt and anger to 19th-century Bengal. 2 6 95",2,2,2
Hindutva danger,/Krishna_1008_,2025-07-10T08:41:32.000Z,"Krishna @Krishna_1008_ · Jul 10 Mosque built illegally? Demolished. #AlJazeera : “ #Muslims in danger !” Reality: law in action. But speak up for that, and boom—you’re a #Hindutva extremist. Hilarious. #planecrash #earthquake #RealMadrid #LVMenFW25 #OlympiacosBC #Temblor #โหนกระแส #Hindu From Hindu Voice 1 4 194",1,1,1
Hindutva danger,/JustAddCream56,2025-07-09T14:53:28.000Z,"Soldier @JustAddCream56 · Jul 9 Replying to @DavinderRa76370 I judge people on the basis of their ethics and principles not the faith they believe in, If I see a minority being in danger , I will do whatever I can to protect them as it is the teachings of Islam to protect the weak and oppressed, unlike hindutva goons who have no tolerance 2 11",2,2,2
Hindutva danger,/VictimCard__,2025-07-09T13:59:31.000Z,"Random @VictimCard__ · Jul 9 Replying to @VictimCard__ 4/ And where’s BJP? The self-proclaimed guardians of Hindutva ? Busy hugging cameras and licking boots for power. When the real dharm is in danger , they go mute. Spineless frauds. 1 1 1 40",1,1,1
Hindutva danger,/M_Nauman89,2025-07-09T09:55:55.000Z,"Muhammad Nauman @M_Nauman89 · Jul 9 Replying to @nexusbulletins So long as Hindutva and Zionism collaborate, they pose a danger to Muslims and destabilize the region with their divisive narratives and actions. 9",9,9,9
Hindutva danger,/jayakaatticus,2025-07-09T05:52:57.000Z,"Jay_antihate @jayakaatticus · Jul 9 Replying to @PrinceArihan Hindutva is in danger is the biggest bullshit as well. If you are worried about them in Pakistan and BD, do something there. Don’t divide us on communal lines 6",6,6,6
Hindutva danger,/Dr_RedPillLite,2025-07-09T04:45:17.000Z,"nobody @Dr_RedPillLite · Jul 9 Replying to @iamharunkhan ""Usman a poor son of a daily wager , undergoing mental treatment for childhood trauma, was attacked by hindutva gang , under accusation of spitting on a community procession"" ~ democracy in danger , bulldozer raaj, secularism under attack, spitting rights under attack 7",7,7,7
Hindutva danger,/mukta_jo,2025-07-09T02:43:28.000Z,"Mukta Joshi @mukta_jo · Jul 9 Replying to @mukta_jo Ultimately, what “Hinduphobia” discourse misses is that it is not Indian minorities, Hindutva critics, or progressives who pose a danger to Hindu Americans, but the Christian and white supremacist right, who have long considered Hinduism a pagan, heathen, or satanic religion. 10 28 174 8K",10,10,10
Hindutva danger,/rationaldialgue,2025-07-08T17:59:28.000Z,"Rational Dialogue @rationaldialgue · Jul 8 Hindutva activists planted a saffron flag on an Eidgah, a filthy act of hate and disrespect against Muslims.
This isn’t patriotism, it’s open religious terrorism, India is not under threat from outside, the real danger is growing from within, wearing saffron. #Hindutva #Muslims 1 86",1,1,1
Hindutva danger,/Hasan_Raza01,2025-07-08T11:28:47.000Z,"Hasan Raza @Hasan_Raza01 · Jul 8 Bihar elections are near. My worry for Hindus and the Indian Army is growing. They will remain in danger for a few months, like always. #Election2025 #Hindutva #India #IndianArmy #Bihar #News 41",41,41,41
Hindutva danger,/kavkavkarunako,2025-07-08T03:09:09.000Z,"@kavkavkarunako · Jul 8 Day 1
Reminder for Marathi people 

Bjpigs don't care about Marathi people. They won't utter a word against this gutka. 
According to bjpigs hintuva unity you are allowed to humiliate Maharashtra and Marathi people but if Marathi people retaliate then hindutva is in danger . 2 7 83",2,2,2
Hindutva danger,/Gurjant_Sngh,2025-07-07T17:50:10.000Z,GurJant @Gurjant_Sngh · Jul 7 Replying to @Tractor2twitr_P and @majorgauravarya Hindus in danger from hindutva Gangsters in Punjab ? 1 5 533,1,1,1
Hindutva danger,/Akshaymalhootra,2025-07-07T05:03:39.000Z,Akshay Malhotra @Akshaymalhootra · Jul 7 I once rejected claims that India’s secularism was in danger . But after this open blasphemy on Zee News—and BJP & VHP panelists staying silent—it’s clear: Hindutva has hijacked India. #BlasphemyOnZeeNews #IndiaUnderHindutva #StopIslamophobia #SecretStory #BLACKPINK_DEADLINE 77,77,77,77
Hindutva danger,/AjShriRamHoteTo,2025-07-06T14:48:23.000Z,"Ram Ram Bhai @AjShriRamHoteTo · Jul 6 Replying to @anshul_aliganj The fact is, we Hindus are mocking Hindu sacred places themselves...there's no need or anyone else to do it. Worst part...the government who feeds on hindutva and cries how it is in danger can not control it. Mockery! 
THE GOVENMENT! 
This Chhapriness must be stopped. 37",37,37,37
Hindutva danger,/Mel68475706,2025-07-04T10:56:11.000Z,"COIN @Mel68475706 · Jul 4 Replying to @Bratt_world and @OnTheNewsBeat What were you trying to “warn “everyone about Brattani - you are literally responding to an Indian gov hindutva account that is attacking Canadians and Sikhs and Sikh institutions and gurdwaras 

You are further putting Canadian Sikh lives in danger with your-  the people you are Show more 1 4 13 160",1,1,1
Hindutva danger,/umarputhukkudi,2025-07-03T21:14:01.000Z,"Umar Puthukkudi @umarputhukkudi · Jul 4 “Extremism—whether rooted in nationalism, Zionism, Christianity, Islam, or Hindutva —is a shared threat to global harmony and sustainability. The danger lies not in faith or identity, but in the radicalization that distorts them.” 17",17,17,17
Hindutva danger,/sultanahmed,2025-07-03T08:50:34.000Z,"sultan ahmed @sultanahmed · Jul 3 Replying to @MeghUpdates So when Hindutva mobs parade with swords, chant genocidal slogans, or burn effigies, it's “culture” — but a Muharram ritual becomes “public danger ”? Hypocrisy is your only consistent principle. 28",28,28,28
Hindutva danger,/budhera,2025-07-02T20:52:47.000Z,"pradeep budhera @budhera · Jul 3 Replying to @_amitbehere I attended their shakha couple of times when I was in tenth grade on invite. Immediately realized their attempt to instill hate against Muslims and fake pride in Hindutva . Even as a 10th grader I figured out their inanity, though did not realize the larger danger to society. 1 35",1,1,1
Hindutva danger,/farhanbutt150,2025-07-02T15:45:41.000Z,Farhan Butt @farhanbutt150 · Jul 2 Replying to @stats_feed Not Country But Zionist And Hindutva Ideological Mindset Plus ISRAELI IDF TERRORISM At Different Areas Of Middle East.A Big Danger For Worldly Peaceful Atmosphere. 9 113,9,9,9
Hindutva danger,/YousufBadghisi,2025-07-01T21:02:31.000Z,"Yousuf Badghisi @YousufBadghisi · Jul 2 Replying to @YepiKaiYay and @MohammedFx5 The mennonites in Poland also hate the Afghans. Who gives a fuck. 

No Afghan is in any danger of having Hindutva rule on their land. It’s such an irrational fear. And by Afghans I mean both lar and bar. 39",39,39,39
Hindutva danger,/AntidehaatSS,2025-07-01T18:37:34.000Z,"Field Marshal TruthProbe | NCR Rent Extractor @AntidehaatSS · Jul 2 Replying to @AntidehaatSS The first framing is the where the danger lies. Hindutva is Hinduism with fangs, and they hate that. The second framing is idiotic because they are telling you to reject the core ideas of Hindutva simply because certain dishonest people now associate themselves with it. (3/n) 1 1 1 198",1,1,1
Hindutva danger,/Kokancha_SAvtYA,2025-07-01T10:47:56.000Z,"सर्वेश सावंत @Kokancha_SAvtYA · Jul 1 Replying to @smitadeshmukh Don't take load of #Thackeray s.
See if Hindutva is in danger or not? Coz when BJP ia in danger Bhakt starts chanting #हिंदू_खतरे मे.. 1 3 98",1,1,1
Hindutva danger,/HinduHate,2025-06-29T21:53:22.000Z,"Stop Hindu Hate Advocacy Network (SHHAN) @HinduHate · Jun 30 It's not just Hindu women, men and children who are in danger of being converted by force in India. They are not even sparing Transgenders. But of course, the rainbow activists have their mouths sealed shut by Fevikwik because Hindutva is fascist and Muslims are oppressed. Quote Treeni @TheTreeni · Jun 29 India's Most Insane Interview!

""I know they will kill me soon!...""

EXCLUSIVE: Attempted Murders of Hindu Transgenders, Threats to Convert, Protection Money (Hafta Wasooli), & Prostitution.

— The Underworld of Muslim Transgenders & Police ignorance

The world you know nothing Show more 46 89 980",46,46,46
Hindutva danger,/realsiff,2025-06-29T04:08:41.000Z,"SIFF - Save Indian Family Foundation @realsiff · Jun 29 Replying to @realsiff While ground level Hindutva takes this as a tast, what are top level Hindutva leaders doing?

They are saying,""Adultery can be generally ignored. Only adultery with muslim guys shd be banned, because it puts lives of our daughters in danger .""

This is the game. 1 10 16 510",1,1,1
Hindutva danger,/TheFederal_News,2025-06-29T03:19:15.000Z,"The Federal @TheFederal_News · Jun 29 #Opinion | #Hindutva forces do not accept the weakness of their past, putting #MedicalInstitutions in danger by forcing #Indian youth to read #Sanskrit books promoting superstition as religion and science, writes Kancha Ilaiah Shepherd.

Read more: https:// thefederal.com/category/opini on/rss-science-cmc-kancha-kattaiah-christian-missionary-194284 … 2 1 407",2,2,2
Hindutva danger,/Cereal_Twit,2025-06-28T16:03:54.000Z,Empire Slayer @Cereal_Twit · Jun 28 Replying to @Cereal_Twit and @R3bellionRound3 And it's not a one-off. It's a continuous consistent pattern. You literally have intelligence community people explaining how hindutva are using Taliban networks to kill Kashmiri and Sikh activists. Bizarre to keep thinking there is no danger to you from a lot of them. 11,11,11,11
Hindutva danger,/TheTrustedJL,2025-06-26T03:25:23.000Z,"The Trusted Journalist @TheTrustedJL · Jun 26 Replying to @ferryman4747 @ClydeDoSomethin Christians in danger in India they should get independence from Hindutva terrorism Quote The Indian Express @IndianExpress · Jul 20, 2023 Speaking to #TheIndianExpress , the younger woman, one of two women that were paraded naked and sexually assaulted in #Manipur , said: “The police were there with the mob which was attacking our village. The police picked us up from near home, and took us a little away from the Show more 22",22,22,22
Hindutva danger,/Danger__Mani,2025-06-25T08:32:12.000Z,Boss Tanya Ka Bodyguard @Danger__Mani · Jun 25 Replying to @sakya_mohanty @16Indiancitizen and @AkshayMarathe Chomu Hindutva means adopting indigenous culture and identity 9,9,9,9
Hindutva danger,/amko_matt,2025-06-25T03:02:29.000Z,Matt @amko_matt · Jun 25 Replying to @gauravsabnis They just hate muslims. Period. They hate Christians too. They are not saying it openly because they are in a Christian country. Hindutva sympathisers are a sleeping danger for America. They should be hunted down after Hamas sympathisers. 1 2 1 139,1,1,1
Hindutva danger,/miftahulashfaqX,2025-06-25T00:00:58.000Z,A.K.M.Miftahul Ashfaq @miftahulashfaqX · Jun 25 @narendramodi @realDonaldTrump @DNIGabbard @MajorDelwar_Rtd @majorgauravarya @PinakiTweetsBD The security for the women irrespective of any religion and castes in india are in danger now because of this hindutva and zionist rss backed bjp regime @aishaghazi @StateDept Quote ফারিয়াল সিকদার @FariyalBD · Jun 24 Parody account একজন ফরাসি মহিলা পর্যটককে ভারতের উদয়পুর শহরে গভীর রাতের একটি পার্টির পর ধর্ষণ করা হয়েছে। ভারতে মহিলারা নিরাপদ নন। 19,19,19,19
Hindutva danger,/investorOtrader,2025-06-24T16:47:31.000Z,"InvestorOtrader @investorOtrader · Jun 24 Replying to @VigilntHindutva Secular hindus are in danger , hindutva hindus are strong they will survive and thrive against this jihad 6",6,6,6
Hindutva danger,/Danielbordman0G,2025-06-23T21:33:48.000Z,"Daniel Boardman @Danielbordman0G · Jun 24 Parody account Did you know that Canadians face more danger from Hindutva than from Islam? In that system, lower castes are still treated as untouchable, daughters are made into Devdasis, raped, and used as slaves for life.Westerners are considered even lower than untouchables, since not Hindus Quote COIN @Mel68475706 · Jun 24 Bajrang Dal are in Canada too 
This is what they do in India 

In Brampton last year Bajrang Dal handed out weapons at a Hindu temple to attack Candians and Sikh temples . This was organised by @CoHNACanada and promoted by @Danielbordman0G and @kushal_mehra @csiscanada x.com/ambedkariteIND… Show more 1 14 544",1,1,1
Hindutva danger,/manikam_rajan,2025-06-23T21:17:20.000Z,"RajanManikam @manikam_rajan · Jun 24 Rumour mongering, untruth; anything to sell a false idea that #Hinduism and #Hindus are in danger ! 2000 years since Christianity came to india and Christians are well below 5% (at best)! Only minorities and Dalits are in danger from violent #Hindutva ; yet these “clay heads” lie! Quote Amalorpavanathan Joseph @AmalJos95950131 · Jun 23 fella doesn't even seem to know that India will reach a population stagnancy in another 3 decades or so and even negative population growth thereafter!Where is the question of Christians and Muslims overtaking Hindus! Such a clay head. 1 16",1,1,1
